State	Zip	Utility_Provider
MA	2093	Eversource Energy
MA	1520	Holden Municipal Light Department
MA	1083	National Grid
MA	1510	National Grid
MA	1904	Massachusetts Electric
MA	1062	National Grid
MA	2648	Eversource Energy
MA	2045	Other
MA	2748	Eversource Energy
MA	1522	Holden Municipal Light Department
MA	1474	Unitil
MA	1420	Unitil
MA	2368	National Grid
MA	1082	National Grid
MA	2635	Eversource Energy
MA	2056	Eversource Energy
MA	1742	Concord Municipal Light Plant
MA	2458	Eversource Energy
MA	2189	NSTAR
MA	1746	Eversource Energy
MA	2143	Eversource Energy
MA	1040	Holyoke Gas and Electric
MA	2136	National Grid
MA	2132	Eversource Energy
MA	1201	Eversource Energy
MA	1701	National Grid
MA	1566	National Grid
MA	2138	Eversource Energy
MA	2138	Boston Gas Company
MA	1949	Town of Middleton
MA	2379	National Grid
MA	2155	National Grid
MA	1824	National Grid
MA	2184	Braintree Electric Light Department
MA	1604	National Grid
MA	1876	National Grid
MA	2189	National Grid
MA	2461	Eversource Energy
MA	2719	Eversource Energy
MA	1095	National Grid
MA	2150	Eversource Energy
MA	1801	Eversource Energy
MA	1109	Western Massachusetts Electric
MA	2476	Eversource Energy
MA	1037	National Grid
MA	1462	Unitil
MA	2667	Eversource Energy
MA	2745	Eversource Energy
MA	2563	Eversource Energy
MA	1119	Eversource Energy
MA	1247	National Grid
MA	2171	National Grid
MA	2777	National Grid
MA	1571	National Grid
MA	2131	NSTAR
MA	1588	National Grid
MA	1060	Eversource Energy
MA	2747	NSTAR
MA	2346	Middleborough Gas and Electric
MA	1569	National Grid
MA	1085	Westfield Gas and Electric Department
MA	1970	National Grid
MA	1436	Templeton Municipal Light Co
MA	2131	Eversource Energy
MA	1230	National Grid
MA	1237	Eversource Energy
MA	1952	National Grid
MA	1036	National Grid
MA	1585	National Grid
MA	2743	Eversource Energy
MA	1585	Eversource Energy
MA	1366	Viridian
MA	1930	National Grid
MA	2301	National Grid
MA	2453	Eversource Energy
MA	2641	Other
MA	1832	National Grid
MA	1740	National Grid
MA	2717	Eversource Energy
MA	2126	NSTAR
MA	1854	National Grid
MA	1906	National Grid
MA	1468	Templeton Municipal Light Co
MA	2478	Belmont Electric Light Department
MA	2170	Eversource Energy
MA	1230	Berkshire Company
MA	1001	Eversource Energy
MA	2643	Eversource Energy
MA	2452	Eversource Energy
MA	2537	Eversource Energy
MA	1834	National Grid
MA	2324	National Grid
MA	1430	Town of Ashburnham
MA	1702	Eversource Energy
MA	2126	Eversource Energy
MA	2779	Taunton Municipal Lighting Plant (TMLP)
MA	1506	Ambit Energy
MA	1339	National Grid
MA	2723	National Grid
MA	1841	National Grid
MA	1607	Eversource Energy
MA	1368	National Grid
MA	2333	National Grid
MA	2761	North Attleborough Electric Department
MA	1013	Chicopee Electric Light Department
MA	1863	National Grid
MA	1109	Eversource Energy
MA	1503	NSTAR
MA	2666	Eversource Energy
MA	2144	Eversource Energy
MA	1452	National Grid
MA	2302	National Grid
MA	1092	National Grid
MA	2649	Eversource Energy
MA	1905	National Grid
MA	1375	Northeast Utilities
MA	2135	Eversource Energy
MA	1026	Eversource Energy
MA	2139	Eversource Energy
MA	2476	NSTAR
MA	2767	City of Taunton
MA	2171	Middleborough Gas and Electric
MA	1860	Town of Merrimac
MA	2653	Eversource Energy
MA	1721	Eversource Energy
MA	2122	NSTAR
MA	1604	NSTAR
MA	2420	National Grid
MA	2558	National Grid
MA	1453	Eversource Energy
MA	2770	Eversource Energy
MA	2451	Eversource Energy
MA	2702	Other
MA	2559	Eversource Energy
MA	1468	Taunton Municipal Lighting Plant (TMLP)
MA	1568	National Grid
MA	1852	National Grid
MA	1337	Eversource Energy
MA	1069	National Grid
MA	1331	Other
MA	1832	Other
MA	1056	Eversource Energy
MA	1507	National Grid
MA	2382	National Grid
MA	1062	Northeast Utilities
MA	2645	Eversource Energy
MA	1612	Paxton Municipal Light Department
MA	1854	NSTAR
MA	2717	National Grid
MA	2148	NSTAR
MA	2494	Eversource Energy
MA	2081	NSTAR
MA	2575	NSTAR
MA	1760	Eversource Energy
MA	1564	Sterling Municipal Light Department
MA	2659	Eversource Energy
MA	1915	Other
MA	2571	Eversource Energy
MA	1504	Massachusetts Electric
MA	2558	Eversource Energy
MA	1151	Eversource Energy
MA	1225	National Grid
MA	2718	Taunton Municipal Lighting Plant (TMLP)
MA	1238	Eversource Energy
MA	1821	National Grid
MA	1238	Berkshire Company
MA	2540	Eversource Energy
MA	1605	Massachusetts Electric
MA	1970	Eversource Energy
MA	1915	Massachusetts Electric
MA	1034	Western Massachusetts Electric
MA	1240	National Grid
MA	2563	Northeast Utilities
MA	1075	South Hadley Electric Light Dept. (SHELD)
MA	1923	Danvers Electric
MA	2035	National Grid
MA	1752	Eversource Energy
MA	2330	Eversource Energy
MA	2642	Eversource Energy
MA	2093	National Grid
MA	2368	Massachusetts Electric
MA	1824	Other
MA	2375	National Grid
MA	2644	Eversource Energy
MA	1830	Boston Gas Company
MA	2347	Taunton Municipal Lighting Plant (TMLP)
MA	1944	National Grid
MA	1002	National Grid
MA	1752	National Grid
MA	2140	NSTAR
MA	2650	Cape Light Compact
MA	2130	Eversource Energy
MA	2721	National Grid
MA	2191	NSTAR
MA	1701	Eversource Energy
MA	1810	Massachusetts Electric
MA	2186	Eversource Energy
MA	1071	Other
MA	1068	National Grid
MA	1540	National Grid
MA	2652	Eversource Energy
MA	2653	Cape Light Compact
MA	1084	Eversource Energy
MA	2119	Eversource Energy
MA	1440	National Grid
MA	1085	Massachusetts Electric
MA	2338	Viridian
MA	1770	Eversource Energy
MA	2130	National Grid
MA	1851	National Grid
MA	1081	National Grid
MA	2568	Eversource Energy
MA	2169	Eversource Energy
MA	2492	Eversource Energy
MA	1109	Other
MA	2532	Eversource Energy
MA	1940	Reading Municipal Light Department
MA	2136	Boston Gas Company
MA	2641	Eversource Energy
MA	1106	Eversource Energy
MA	1562	National Grid
MA	1775	Hudson Light and Power
MA	2718	City of Taunton
MA	1720	National Grid
MA	1803	NSTAR
MA	1118	Eversource Energy
MA	1907	National Grid
MA	1826	Other
MA	1862	National Grid
MA	2131	National Grid
MA	1824	Massachusetts Electric
MA	1913	Nantucket Electric
MA	1757	National Grid
MA	1002	Other
MA	2128	Eversource Energy
MA	2660	National Grid
MA	1913	NSTAR
MA	2446	Eversource Energy
MA	2360	NSTAR
MA	1929	National Grid
MA	2150	Boston Gas Company
MA	1585	Other
MA	2128	NSTAR
MA	2559	NSTAR
MA	2356	Bay State Gas
MA	1432	National Grid
MA	1340	Eversource Energy
MA	1603	National Grid
MA	1241	National Grid
MA	1902	Massachusetts Municipal Wholesale Electric Company (MMWEC)
MA	1962	National Grid
MA	2474	Eversource Energy
MA	1570	Eversource Energy
MA	1331	Massachusetts Electric
MA	1072	National Grid
MA	1089	Eversource Energy
MA	2576	Eversource Energy
MA	2675	NSTAR
MA	2571	National Grid
MA	1746	Viridian
MA	1073	Eversource Energy
MA	2746	Eversource Energy
MA	1033	National Grid
MA	2176	Massachusetts Electric
MA	1379	National Grid
MA	2370	National Grid
MA	2189	Eversource Energy
MA	1983	National Grid
MA	1201	National Grid
MA	1460	Eversource Energy
MA	2459	NSTAR
MA	1730	Eversource Energy
MA	1098	Eversource Energy
MA	1570	National Grid
MA	1518	Massachusetts Electric
MA	2467	Eversource Energy
MA	1922	National Grid
MA	1850	National Grid
MA	2050	NSTAR
MA	1583	Town of W. Boylston
MA	1844	Massachusetts Electric
MA	2644	Ambit Energy
MA	1773	Eversource Energy
MA	2562	Eversource Energy
MA	2026	Eversource Energy
MA	1452	Massachusetts Electric
MA	1106	Western Massachusetts Electric
MA	1748	NSTAR
MA	1835	National Grid
MA	2738	Eversource Energy
MA	1510	Massachusetts Electric
MA	1038	Eversource Energy
MA	2563	NSTAR
MA	2726	National Grid
MA	2127	Eversource Energy
MA	1604	Massachusetts Electric
MA	1225	Other
MA	2766	National Grid
MA	1226	Eversource Energy
MA	1035	Eversource Energy
MA	2341	National Grid
MA	2132	NSTAR
MA	1747	National Grid
MA	1005	National Grid
MA	1835	Massachusetts Electric
MA	2145	Eversource Energy
MA	1469	Unitil
MA	1460	Other
MA	1009	National Grid
MA	2661	NSTAR
MA	1375	Eversource Energy
MA	1535	National Grid
MA	2717	NSTAR
MA	1823	National Grid
MA	1007	Eversource Energy
MA	1360	Eversource Energy
MA	20126	Other
MA	1506	Massachusetts Electric
MA	1080	National Grid
MA	2601	Eversource Energy
MA	2739	Eversource Energy
MA	2493	NSTAR
MA	1852	Massachusetts Electric
MA	1752	Massachusetts Electric
MA	1833	Rowley Electric Light Department
MA	2557	NSTAR
MA	1605	National Grid
MA	2121	NSTAR
MA	2660	Eversource Energy
MA	1029	Eversource Energy
MA	2461	National Grid
MA	1701	NSTAR
MA	2790	National Grid
MA	1504	National Grid
MA	1235	Eversource Energy
MA	1506	National Grid
MA	2631	Cape Light Compact
MA	2322	Viridian
MA	1050	Eversource Energy
MA	1077	Eversource Energy
MA	1341	Eversource Energy
MA	5059	Green Mountain Power
MA	1253	Eversource Energy
MA	1225	Eversource Energy
MA	1108	Eversource Energy
MA	1518	National Grid
MA	2144	National Grid
MA	1952	Massachusetts Electric
MA	1223	Eversource Energy
MA	1545	Town of Shrewsbury
MA	1532	Eversource Energy
MA	2575	Eversource Energy
MA	1247	Other
MA	2539	Other
MA	1264	Northeast Utilities
MA	1118	Western Massachusetts Electric
MA	1527	National Grid
MA	1852	Massachusetts Municipal Wholesale Electric Company (MMWEC)
MA	2155	Massachusetts Electric
MA	1431	Unitil
MA	1028	National Grid
MA	1543	National Grid
MA	2364	NSTAR
MA	1702	Other
MA	2642	Cape Light Compact
MA	2474	NSTAR
MA	1902	Massachusetts Electric
MA	1031	National Grid
MA	1222	National Grid
MA	1355	National Grid
MA	1071	Eversource Energy
MA	1104	Eversource Energy
MA	1776	Eversource Energy
MA	1257	NSTAR
MA	2139	National Grid
MA	2642	NSTAR
MA	2482	Town of Wellesley
MA	2124	NSTAR
MA	1376	Eversource Energy
MA	2155	Other
MA	2364	Eversource Energy
MA	2668	Eversource Energy
MA	2564	Nantucket Electric
MA	1473	Unitil
MA	1902	Boston Gas Company
MA	1966	Massachusetts Electric
MA	2368	NSTAR
MA	2067	National Grid
MA	2745	NSTAR
MA	1505	Other
MA	1040	Other
MA	2367	Eversource Energy
MA	2664	NSTAR
MA	1245	National Grid
MA	1611	National Grid
MA	1516	National Grid
MA	1984	National Grid
MA	2359	National Grid
MA	1757	Eversource Energy
MA	2639	Eversource Energy
MA	1012	Eversource Energy
MA	1501	National Grid
MA	1830	Massachusetts Municipal Wholesale Electric Company (MMWEC)
MA	2134	National Grid
MA	1879	National Grid
MA	1450	Town of Groton
MA	1921	National Grid
MA	2460	Other
MA	1083	Other
MA	2481	Other
MA	2170	National Grid
MA	1562	Eversource Energy
MA	1930	Massachusetts Electric
MA	2719	NSTAR
MA	2554	Other
MA	2118	National Grid
MA	1230	Massachusetts Electric
MA	1541	Town of Princeton
MA	2493	Eversource Energy
MA	2533	Cape Light Compact
MA	2770	NSTAR
MA	2301	NSTAR
MA	1351	Eversource Energy
MA	1746	NSTAR
MA	1346	Massachusetts Electric
MA	2101	Eversource Energy
MA	1876	Massachusetts Electric
MA	2025	National Grid
MA	2552	Eversource Energy
MA	1535	Eversource Energy
MA	2651	Eversource Energy
MA	1884	Reading Municipal Light Department
MA	2660	Cape Light Compact
MA	1562	Viridian
MA	1104	Western Massachusetts Electric
MA	2071	Eversource Energy
MA	2138	NSTAR
MA	1569	NSTAR
MA	1524	National Grid
MA	2715	National Grid
MA	1966	National Grid
MA	2152	Bay State Gas
MA	1344	Eversource Energy
MA	1370	Western Massachusetts Electric
MA	1545	Other
MA	1085	Wakefield Municipal Gas and Light Department
MA	1960	Massachusetts Electric
MA	1039	National Grid
MA	1741	Eversource Energy
MA	1105	Eversource Energy
MA	1440	Massachusetts Electric
MA	2638	National Grid
MA	1523	National Grid
MA	21087	Chesapeake Utilities
MA	1701	Viridian
MA	2472	Eversource Energy
MA	1107	Eversource Energy
MA	2421	Eversource Energy
MA	2367	Ambit Energy
MA	2703	Other
MA	1611	NSTAR
MA	1851	Bay State Gas
MA	1609	National Grid
MA	1365	National Grid
MA	2719	Other
MA	2343	Boston Gas Company
MA	1119	Western Massachusetts Electric
MA	2122	Massachusetts Electric
MA	2188	National Grid
MA	1930	NSTAR
MA	2655	NSTAR
MA	2180	NSTAR
MA	2130	NSTAR
MA	1259	National Grid
MA	1464	National Grid
MA	2302	Other
MA	1104	Northeast Utilities
MA	2481	Town of Wellesley
MA	1830	Other
MA	1865	National Grid
MA	2779	Templeton Municipal Light Co
MA	2472	National Grid
MA	2019	Eversource Energy
MA	2646	Eversource Energy
MA	1460	Town of Littleton
MA	1011	Other
MA	1507	Other
MA	2143	NSTAR
MA	2535	Eversource Energy
MA	2649	Viridian
MA	2460	Eversource Energy
MA	1801	Massachusetts Electric
MA	2790	NSTAR
MA	1346	National Grid
MA	2191	National Grid
MA	2360	Other
MA	1550	Eversource Energy
MA	1109	Massachusetts Municipal Wholesale Electric Company (MMWEC)
MA	2645	National Grid
MA	2536	Other
MA	1752	Other
MA	2128	Boston Gas Company
MA	2673	Concord Municipal Light Plant
MA	2453	Other
MA	1069	Massachusetts Electric
MA	1301	Bay State Gas
MA	2184	Belmont Electric Light Department
MA	2090	NSTAR
MA	1890	Other
MA	2667	NSTAR
MA	2134	Eversource Energy
MA	1982	National Grid
MA	1841	Massachusetts Electric
MA	2472	NSTAR
MA	1503	Other
MA	2359	Eversource Energy
MA	1610	National Grid
MA	1503	Eversource Energy
MA	2632	National Grid
MA	1420	City of Fitchburg
MA	2171	Massachusetts Electric
MA	1105	Boston Gas Company
MA	1254	Eversource Energy
MA	1366	Other
MA	2151	Other
MA	1541	Other
MA	1089	Other
MA	1949	Other
MA	1521	National Grid
MA	1550	Massachusetts Electric
MA	2645	Cape Light Compact
MA	1604	Eversource Energy
MA	1826	Bay State Gas
MA	2129	Eversource Energy
MA	1851	Viridian
MA	1109	Bay State Gas
MA	1301	Western Massachusetts Electric
MA	2482	Other
MA	1451	Other
MA	1860	National Grid
MA	1072	Eversource Energy
MA	21771	Potomoc Edison (FirstEnergy)
MA	2744	Eversource Energy
MA	1128	Eversource Energy
MA	2119	Ambit Energy
MA	1040	City of Taunton
MA	2633	Eversource Energy
MA	2649	NSTAR
MA	2021	Eversource Energy
MA	1108	Bay State Gas
MA	1108	Other
MA	1105	Massachusetts Electric
MA	2155	Ambit Energy
MA	1119	Bay State Gas
MA	2145	National Grid
MA	1721	NSTAR
MA	1104	Bay State Gas
MA	1138	Western Massachusetts Electric
MA	2645	NSTAR
MA	2445	Viridian
MA	2151	Boston Gas Company
MA	1778	National Grid
MA	2356	National Grid
MA	0	National Grid
MA	1560	National Grid
MA	2536	National Grid
MA	2093	Other
MA	1550	Belmont Electric Light Department
MA	2053	Eversource Energy
MA	1923	Other
MA	1841	Other
MA	1453	Massachusetts Electric
MA	1007	Northeast Utilities
MA	1821	Massachusetts Electric
MA	2554	Massachusetts Electric
MA	1843	Massachusetts Electric
MA	1902	NSTAR
MA	2151	Eversource Energy
MA	2459	National Grid
MA	1605	Eversource Energy
MA	2122	Eversource Energy
MA	1841	Ambit Energy
MA	1583	Town of Boylston
MA	14200	Other
MA	2140	Eversource Energy
MA	1772	Eversource Energy
MA	2562	Cape Light Compact
MA	1606	Eversource Energy
MA	2452	National Grid
MA	1550	Ambit Energy
MA	1749	Eversource Energy
MA	1610	Eversource Energy
MA	1255	Eversource Energy
MA	2453	National Grid
MA	1104	Other
MA	1801	NSTAR
MA	1606	Massachusetts Electric
MA	2121	National Grid
MA	2120	Eversource Energy
MA	1603	Eversource Energy
MA	1201	Western Massachusetts Electric
MA	1070	Eversource Energy
MA	2176	NSTAR
MA	1226	Western Massachusetts Electric
MA	1338	Eversource Energy
MA	2650	Eversource Energy
MA	1420	Ambit Energy
MA	2151	Bay State Gas
MA	2081	Other
MA	2465	Eversource Energy
MA	2675	Eversource Energy
MA	1702	NSTAR
MA	1756	Ambit Energy
MA	1510	Other
MA	2657	Cape Light Compact
MA	2081	Eversource Energy
MA	1945	Massachusetts Electric
MA	1060	National Grid
MA	2339	Massachusetts Electric
MA	1266	Northeast Utilities
MA	1719	Other
MA	2170	Boston Gas Company
MA	1247	Massachusetts Electric
MA	1536	Other
MA	1970	Massachusetts Electric
MA	1945	Other
MA	2563	National Grid
MA	1057	Eversource Energy
MA	1242	Other
MA	2703	Massachusetts Electric
MA	2740	Other
MA	2090	Eversource Energy
MA	1876	Other
MA	2655	Cape Light Compact
MA	2019	NSTAR
MA	1074	National Grid
MA	1451	Bay State Gas
MA	2771	Other
MA	1224	Eversource Energy
MA	1880	Other
MA	1876	Eversource Energy
MA	2539	NSTAR
MA	1702	Massachusetts Electric
MA	2762	National Grid
MA	1276	National Grid
MA	2122	National Grid
MA	2720	Eversource Energy
MA	1503	National Grid
MA	1801	National Grid
MA	2675	Cape Light Compact
MA	1562	Massachusetts Electric
MA	1071	Westfield Gas and Electric Department
MA	1005	Eversource Energy
MA	1027	Holden Municipal Light Department
MA	1770	NSTAR
MA	1347	Eversource Energy
MA	1108	Northeast Utilities
MA	1532	Town of Shrewsbury
MA	2121	Eversource Energy
MA	2124	Other
MA	2631	NSTAR
MA	2126	Boston Gas Company
MA	1907	Massachusetts Municipal Wholesale Electric Company (MMWEC)
MA	2534	Eversource Energy
MA	1262	National Grid
MA	1609	NSTAR
MA	2642	Viridian
MA	1378	Massachusetts Electric
MA	1538	National Grid
MA	1876	North Attleborough Electric Department
MA	1905	Other
MA	1908	National Grid
MA	1886	Other
MA	1096	Eversource Energy
MA	2301	Massachusetts Electric
MA	1089	Western Massachusetts Electric
MA	2056	NSTAR
MA	1040	Holden Municipal Light Department
MA	2370	Other
MA	1930	Other
MA	1108	Western Massachusetts Electric
MA	2673	NSTAR
MA	1803	National Grid
MA	1521	Massachusetts Electric
MA	2575	Cape Light Compact
MA	1075	Massachusetts Municipal Wholesale Electric Company (MMWEC)
MA	2739	NSTAR
MA	1760	NSTAR
MA	1583	Other
MA	2670	Eversource Energy
MA	2026	NSTAR
MA	1756	National Grid
MA	1201	Berkshire Company
MA	2052	Eversource Energy
MA	1536	National Grid
MA	1840	Massachusetts Electric
MA	1840	National Grid
MA	1569	Northeast Utilities
MA	2564	Cape Light Compact
MA	2176	National Grid USA (Massachusetts Electric)
MA	2672	Eversource Energy
MA	1039	Western Massachusetts Electric
MA	1057	Massachusetts Electric
MA	2345	Eversource Energy
MA	1862	NSTAR Electric Company
MA	1007	National Grid USA (Massachusetts Electric)
MA	1242	Eversource Energy
MA	1559	National Grid
MA	1002	Viridian
MA	1526	Northeast Utilities
MA	1036	National Grid USA (Massachusetts Electric)
MA	1845	Massachusetts Electric
MA	2492	NSTAR
MA	2124	Boston Gas Company
MA	2120	National Grid
MA	1002	Western Massachusetts Electric
MA	2066	National Grid USA (Massachusetts Electric)
MA	1038	National Grid
MA	2459	Eversource Energy
MA	2632	NSTAR
MA	1523	Massachusetts Electric
MA	2125	National Grid
MA	1905	National Grid USA (Massachusetts Electric)
MA	2554	Eversource Energy
MA	1270	Eversource Energy
MA	2864	National Grid
MA	2459	Eversource Energy (NSTAR-Boston Edison)
MA	1862	National Grid USA (Massachusetts Electric)
MA	1034	Eversource Energy
MA	1367	Massachusetts Electric
MA	1950	Massachusetts Electric
MA	2673	National Grid
MA	3874	Unitil Corporation
MA	2116	Eversource Energy
MA	1748	Eversource Energy (NSTAR-Commonwealth Electric)
MA	1027	Western Massachusetts Electric
MA	2136	Ambit Energy
MA	2639	National Grid
MA	1602	NSTAR
MA	2339	Eversource Energy
MA	2554	Ambit Energy
MA	1602	Eversource Energy
MA	2802	Narragansett Electric
MA	2149	Eversource Energy
MA	2445	Eversource Energy
MA	1776	National Grid
MA	2301	Eversource Energy
MA	1001	Eversource Energy (WMECO)
MA	1028	Eversource Energy
MA	2476	National Grid
MA	2760	National Grid
MA	12577	Central Hudson Gas & Electric
MA	2601	NSTAR
MA	1062	Other
MA	2333	Eversource Energy
MA	2648	NSTAR
MA	1844	Ambit Energy
MA	1520	Eversource Energy
MA	2125	NSTAR
MA	11758	National Grid
MA	2149	NSTAR
MA	2301	Other
MA	1462	National Grid
MA	2121	Boston Gas Company
MA	2543	Eversource Energy
MA	3857	Eversource Energy
MA	2536	Eversource Energy (NSTAR-Commonwealth Electric)
MA	2145	NSTAR
MA	2025	City of Hingham
MA	6042	Eversource Energy
MA	2360	Eversource Energy (NSTAR-Boston Edison)
MA	2136	NSTAR
MA	2532	NSTAR
MA	1606	National Grid USA (Massachusetts Electric)
MA	1027	Eversource Energy (WMECO)
MA	1501	National Grid USA (Massachusetts Electric)
MA	2646	NSTAR
MA	2062	City of Norwood
MA	2790	Eversource Energy (NSTAR-Commonwealth Electric)
MA	87035	Central New Mexico Electric Cooperative
MA	2540	NSTAR
MA	2066	Eversource Energy
MA	1979	National Grid
MA	2343	National Grid USA (Massachusetts Electric)
MA	2301	National Grid USA (Massachusetts Electric)
MA	2726	National Grid USA (Massachusetts Electric)
MA	2779	City of Taunton
MA	2032	NSTAR
MA	2493	National Grid
MA	2630	Eversource Energy
MA	2191	Massachusetts Electric
MA	1542	National Grid USA (Massachusetts Electric)
MA	1027	Other
MA	23030	Dominion Virginia Power
MA	1951	National Grid
MA	2150	Other
MA	2026	Viridian
MA	2559	Cape Light Compact
MA	1060	Western Massachusetts Electric
MA	1095	Eversource Energy
MA	1095	Northeast Utilities
MA	1545	Eversource Energy
MA	2563	Eversource Energy (NSTAR-Commonwealth Electric)
MA	1082	Other
MA	1034	Viridian
MA	7013	Public Service Electric and Gas Company (PSE&G)
MA	2703	National Grid USA (Massachusetts Electric)
MA	1020	Western Massachusetts Electric
MA	1010	Other
MA	1730	NSTAR
MA	77019	CenterPoint Energy
MA	2330	Other
MA	1243	Eversource Energy
MA	1505	Town of Boylston
MA	2538	Eversource Energy
MA	1031	National Grid USA (Massachusetts Electric)
MA	2720	Other
MA	2134	Boston Gas Company
MA	1826	NSTAR
MA	1581	Massachusetts Electric
MA	1258	National Grid
MA	1331	Western Massachusetts Electric
MA	7601	Public Service Electric and Gas Company (PSE&G)
MA	1609	Massachusetts Electric
MA	1007	Western Massachusetts Electric
MA	2151	Massachusetts Electric
MA	1108	Eversource Energy (WMECO)
MA	2135	NSTAR
MA	11779	Long Island Power Authority (LIPA)
MA	1851	Ambit Energy
MA	1028	Other
MA	1440	Templeton Municipal Light Co
MA	2556	Cape Light Compact
MA	11510	Public Service Electric and Gas Company (PSE&G)
MA	2663	Eversource Energy
MA	2367	NSTAR
